Episode 43: Loss 44.02, Reward -20.560574531555176, Avgloss 32.67, Avgreward -55.13, Epsilon 0.07, TotalStep 1966
Episode 44: Loss 51.81, Reward -39.15531635284424, Avgloss 33.10, Avgreward -54.78, Epsilon 0.07, TotalStep 2015
Episode 45: Loss 42.71, Reward -113.36631774902344, Avgloss 33.30, Avgreward -56.05, Epsilon 0.07, TotalStep 2049
Episode 46: Loss 49.96, Reward -17.85743236541748, Avgloss 33.66, Avgreward -55.24, Epsilon 0.07, TotalStep 2101
Episode 47: Loss 29.35, Reward -115.55380821228027, Avgloss 33.57, Avgreward -56.50, Epsilon 0.07, TotalStep 2135
Episode 48: Loss 45.72, Reward -44.43678855895996, Avgloss 33.82, Avgreward -56.25, Epsilon 0.07, TotalStep 2183
Episode 49: Loss 42.72, Reward -43.610382080078125, Avgloss 34.00, Avgreward -56.00, Epsilon 0.07, TotalStep 2231
Episode 50: Loss 48.71, Reward -40.36896228790283, Avgloss 34.28, Avgreward -55.69, Epsilon 0.07, TotalStep 2279
Episode 51: Loss 44.72, Reward -35.19256114959717, Avgloss 34.48, Avgreward -55.30, Epsilon 0.07, TotalStep 2328
Episode 52: Loss 36.64, Reward -39.44830894470215, Avgloss 34.53, Avgreward -55.00, Epsilon 0.07, TotalStep 2377
Episode 53: Loss 35.72, Reward -44.88184452056885, Avgloss 34.55, Avgreward -54.81, Epsilon 0.07, TotalStep 2424
Episode 54: Loss 46.17, Reward -21.358227729797363, Avgloss 34.76, Avgreward -54.20, Epsilon 0.06, TotalStep 2476
Episode 55: Loss 54.30, Reward 109.4975233078003, Avgloss 35.11, Avgreward -51.28, Epsilon 0.06, TotalStep 2553
Episode 56: Loss 50.08, Reward -114.36660289764404, Avgloss 35.37, Avgreward -52.39, Epsilon 0.06, TotalStep 2608
Episode 57: Loss 49.40, Reward -122.94807434082031, Avgloss 35.61, Avgreward -53.60, Epsilon 0.06, TotalStep 2661
Episode 58: Loss 22.42, Reward -234.3196153640747, Avgloss 35.39, Avgreward -56.67, Epsilon 0.06, TotalStep 2693
Episode 59: Loss 48.46, Reward -136.2955093383789, Avgloss 35.61, Avgreward -57.99, Epsilon 0.06, TotalStep 2744
Episode 60: Loss 56.93, Reward -120.21443843841553, Avgloss 35.96, Avgreward -59.01, Epsilon 0.06, TotalStep 2798
Episode 61: Loss 28.76, Reward -231.60040378570557, Avgloss 35.84, Avgreward -61.80, Epsilon 0.06, TotalStep 2831
Episode 62: Loss 30.73, Reward -241.4417266845703, Avgloss 35.76, Avgreward -64.65, Epsilon 0.06, TotalStep 2862
Episode 63: Loss 25.99, Reward -241.88439846038818, Avgloss 35.61, Avgreward -67.42, Epsilon 0.06, TotalStep 2893
Episode 64: Loss 54.34, Reward -154.20489311218262, Avgloss 35.89, Avgreward -68.75, Epsilon 0.06, TotalStep 2940
Episode 65: Loss 53.02, Reward -137.17076778411865, Avgloss 36.15, Avgreward -69.79, Epsilon 0.06, TotalStep 2990
Episode 66: Loss 77.06, Reward -152.50601768493652, Avgloss 36.76, Avgreward -71.02, Epsilon 0.06, TotalStep 3038
Episode 67: Loss 64.24, Reward -153.36575508117676, Avgloss 37.17, Avgreward -72.23, Epsilon 0.06, TotalStep 3086
Episode 68: Loss 66.10, Reward -153.51204872131348, Avgloss 37.59, Avgreward -73.41, Epsilon 0.06, TotalStep 3134
Episode 69: Loss 65.94, Reward -154.20665740966797, Avgloss 37.99, Avgreward -74.57, Epsilon 0.06, TotalStep 3181
Episode 70: Loss 40.29, Reward -208.72044563293457, Avgloss 38.03, Avgreward -76.46, Epsilon 0.06, TotalStep 3218
Episode 71: Loss 74.48, Reward -149.06928539276123, Avgloss 38.53, Avgreward -77.46, Epsilon 0.06, TotalStep 3266
Episode 72: Loss 65.59, Reward -149.6598482131958, Avgloss 38.90, Avgreward -78.45, Epsilon 0.06, TotalStep 3314
Episode 73: Loss 50.90, Reward -153.32603454589844, Avgloss 39.06, Avgreward -79.47, Epsilon 0.06, TotalStep 3362
Episode 74: Loss 37.82, Reward 807.757568359375, Avgloss 39.05, Avgreward -67.64, Epsilon 0.06, TotalStep 3389
Episode 0: Loss 12.55, Reward -23.461198806762695, Avgloss 12.55, Avgreward -23.46, Epsilon 0.10, TotalStep 39
Episode 1: Loss 28.09, Reward -26.402783393859863, Avgloss 20.32, Avgreward -24.93, Epsilon 0.10, TotalStep 88
Episode 2: Loss 26.06, Reward 0.479888916015625, Avgloss 22.23, Avgreward -16.46, Epsilon 0.10, TotalStep 142
Episode 3: Loss 22.92, Reward -22.330856323242188, Avgloss 22.40, Avgreward -17.93, Epsilon 0.10, TotalStep 191
Episode 4: Loss 13.18, Reward -0.2860069274902344, Avgloss 20.56, Avgreward -14.40, Epsilon 0.10, TotalStep 245
Episode 5: Loss 28.16, Reward -27.31788158416748, Avgloss 21.83, Avgreward -16.55, Epsilon 0.09, TotalStep 294
Episode 6: Loss 18.85, Reward -2.646803855895996, Avgloss 21.40, Avgreward -14.57, Epsilon 0.09, TotalStep 347
Episode 7: Loss 26.79, Reward -26.840591430664062, Avgloss 22.07, Avgreward -16.10, Epsilon 0.09, TotalStep 395
Episode 8: Loss 26.91, Reward -23.31058979034424, Avgloss 22.61, Avgreward -16.90, Epsilon 0.09, TotalStep 444
Episode 9: Loss 23.40, Reward -23.360681533813477, Avgloss 22.69, Avgreward -17.55, Epsilon 0.09, TotalStep 493
Episode 10: Loss 16.46, Reward -92.80576705932617, Avgloss 22.12, Avgreward -24.39, Epsilon 0.09, TotalStep 528
Episode 11: Loss 13.32, Reward -25.2138614654541, Avgloss 21.39, Avgreward -24.46, Epsilon 0.09, TotalStep 576
Episode 12: Loss 21.33, Reward 1.9421815872192383, Avgloss 21.39, Avgreward -22.43, Epsilon 0.09, TotalStep 630
Episode 13: Loss 20.23, Reward 18.35463047027588, Avgloss 21.30, Avgreward -19.51, Epsilon 0.09, TotalStep 687
Episode 14: Loss 16.50, Reward -41.01150035858154, Avgloss 20.98, Avgreward -20.95, Epsilon 0.09, TotalStep 736
Episode 15: Loss 15.43, Reward -42.60528087615967, Avgloss 20.64, Avgreward -22.30, Epsilon 0.09, TotalStep 784
Episode 16: Loss 21.24, Reward -27.915310859680176, Avgloss 20.67, Avgreward -22.63, Epsilon 0.09, TotalStep 835
Episode 17: Loss 18.15, Reward -29.939556121826172, Avgloss 20.53, Avgreward -23.04, Epsilon 0.09, TotalStep 886
Episode 18: Loss 12.04, Reward -100.62570571899414, Avgloss 20.08, Avgreward -27.12, Epsilon 0.08, TotalStep 924
Episode 19: Loss 15.95, Reward -12.62979507446289, Avgloss 19.88, Avgreward -26.40, Epsilon 0.08, TotalStep 978
Episode 20: Loss 16.04, Reward -130.01363277435303, Avgloss 19.69, Avgreward -31.33, Epsilon 0.08, TotalStep 1010
Episode 21: Loss 33.21, Reward -117.29447841644287, Avgloss 20.31, Avgreward -35.24, Epsilon 0.08, TotalStep 1044
Episode 22: Loss 24.73, Reward -135.29510498046875, Avgloss 20.50, Avgreward -39.59, Epsilon 0.08, TotalStep 1075
Episode 23: Loss 11.66, Reward -123.81744384765625, Avgloss 20.13, Avgreward -43.10, Epsilon 0.08, TotalStep 1108
Episode 24: Loss 53.97, Reward -46.448540687561035, Avgloss 21.49, Avgreward -43.23, Epsilon 0.08, TotalStep 1156
Episode 25: Loss 30.44, Reward -44.289445877075195, Avgloss 21.83, Avgreward -43.27, Epsilon 0.08, TotalStep 1204
Episode 26: Loss 50.71, Reward -44.989705085754395, Avgloss 22.90, Avgreward -43.34, Epsilon 0.08, TotalStep 1252
Episode 27: Loss 34.54, Reward -90.69337844848633, Avgloss 23.32, Avgreward -45.03, Epsilon 0.08, TotalStep 1291
Episode 28: Loss 36.66, Reward -109.48543548583984, Avgloss 23.78, Avgreward -47.25, Epsilon 0.08, TotalStep 1327
Episode 29: Loss 25.71, Reward -47.38786220550537, Avgloss 23.84, Avgreward -47.25, Epsilon 0.08, TotalStep 1374
Episode 30: Loss 33.65, Reward -40.360450744628906, Avgloss 24.16, Avgreward -47.03, Epsilon 0.08, TotalStep 1421
Episode 31: Loss 40.53, Reward -23.073816299438477, Avgloss 24.67, Avgreward -46.28, Epsilon 0.08, TotalStep 1472
Episode 0: Loss 78.96, Reward -14.461851119995117, Avgloss 78.96, Avgreward -14.46, Epsilon 0.10, TotalStep 40
Episode 1: Loss 64.12, Reward 6.490898132324219, Avgloss 71.54, Avgreward -3.99, Epsilon 0.10, TotalStep 95
Episode 2: Loss 43.44, Reward -28.80423069000244, Avgloss 62.17, Avgreward -12.26, Epsilon 0.10, TotalStep 144
Episode 3: Loss 61.32, Reward -21.20187282562256, Avgloss 61.96, Avgreward -14.49, Epsilon 0.10, TotalStep 195
Episode 4: Loss 42.71, Reward -10.277628898620605, Avgloss 58.11, Avgreward -13.65, Epsilon 0.10, TotalStep 248
Episode 5: Loss 37.42, Reward -23.4921932220459, Avgloss 54.66, Avgreward -15.29, Epsilon 0.09, TotalStep 298
Episode 6: Loss 41.63, Reward -27.36647129058838, Avgloss 52.80, Avgreward -17.02, Epsilon 0.09, TotalStep 345
Episode 0: Loss 48.36, Reward -12.297725677490234, Avgloss 48.36, Avgreward -12.30, Epsilon 0.10, TotalStep 41
Episode 1: Loss 55.22, Reward -126.51004791259766, Avgloss 51.79, Avgreward -69.40, Epsilon 0.10, TotalStep 68
Episode 2: Loss 87.13, Reward -13.975071907043457, Avgloss 63.57, Avgreward -50.93, Epsilon 0.10, TotalStep 117
Episode 3: Loss 45.92, Reward 12.081599235534668, Avgloss 59.16, Avgreward -35.18, Epsilon 0.10, TotalStep 170
Episode 0: Loss 75.93, Reward -30.449366569519043, Avgloss 75.93, Avgreward -30.45, Epsilon 0.10, TotalStep 41
Episode 1: Loss 68.97, Reward -27.179241180419922, Avgloss 72.45, Avgreward -28.81, Epsilon 0.10, TotalStep 95
Episode 2: Loss 35.62, Reward -27.739453315734863, Avgloss 60.17, Avgreward -28.46, Epsilon 0.10, TotalStep 148
Episode 3: Loss 37.52, Reward -84.54985618591309, Avgloss 54.51, Avgreward -42.48, Epsilon 0.10, TotalStep 191
Episode 4: Loss 22.53, Reward -145.89109420776367, Avgloss 48.12, Avgreward -63.16, Epsilon 0.10, TotalStep 219
Episode 5: Loss 52.17, Reward -28.36740016937256, Avgloss 48.79, Avgreward -57.36, Epsilon 0.10, TotalStep 272
Episode 6: Loss 39.72, Reward 2.6458024978637695, Avgloss 47.50, Avgreward -48.79, Epsilon 0.09, TotalStep 331
Episode 7: Loss 36.70, Reward -28.98845672607422, Avgloss 46.15, Avgreward -46.31, Epsilon 0.09, TotalStep 383
Episode 8: Loss 32.66, Reward -27.933859825134277, Avgloss 44.65, Avgreward -44.27, Epsilon 0.09, TotalStep 436
Episode 9: Loss 34.71, Reward -29.478001594543457, Avgloss 43.65, Avgreward -42.79, Epsilon 0.09, TotalStep 490
Episode 10: Loss 34.93, Reward -14.581799507141113, Avgloss 42.86, Avgreward -40.23, Epsilon 0.09, TotalStep 545
Episode 11: Loss 23.11, Reward -72.6771354675293, Avgloss 41.22, Avgreward -42.93, Epsilon 0.09, TotalStep 589
Episode 12: Loss 13.21, Reward -103.27000617980957, Avgloss 39.06, Avgreward -47.57, Epsilon 0.09, TotalStep 628
Episode 13: Loss 32.80, Reward -30.533123016357422, Avgloss 38.61, Avgreward -46.36, Epsilon 0.09, TotalStep 681
Episode 14: Loss 38.11, Reward -31.624746322631836, Avgloss 38.58, Avgreward -45.37, Epsilon 0.09, TotalStep 732
Episode 15: Loss 41.60, Reward -28.486251831054688, Avgloss 38.77, Avgreward -44.32, Epsilon 0.09, TotalStep 785
Episode 16: Loss 33.58, Reward -31.69999122619629, Avgloss 38.46, Avgreward -43.58, Epsilon 0.09, TotalStep 836
Episode 17: Loss 32.52, Reward -5.596303939819336, Avgloss 38.13, Avgreward -41.47, Epsilon 0.09, TotalStep 893
Episode 18: Loss 43.49, Reward -13.396310806274414, Avgloss 38.42, Avgreward -39.99, Epsilon 0.08, TotalStep 949
Episode 19: Loss 25.93, Reward -29.837989807128906, Avgloss 37.79, Avgreward -39.48, Epsilon 0.08, TotalStep 1001
Episode 20: Loss 62.47, Reward -28.03623676300049, Avgloss 38.97, Avgreward -38.94, Epsilon 0.08, TotalStep 1053
Episode 21: Loss 60.96, Reward -29.656314849853516, Avgloss 39.97, Avgreward -38.51, Epsilon 0.08, TotalStep 1104
Episode 22: Loss 51.49, Reward -33.12792778015137, Avgloss 40.47, Avgreward -38.28, Epsilon 0.08, TotalStep 1156
Episode 23: Loss 36.26, Reward -29.027557373046875, Avgloss 40.29, Avgreward -37.90, Epsilon 0.08, TotalStep 1208
Episode 24: Loss 41.77, Reward -28.140974044799805, Avgloss 40.35, Avgreward -37.50, Epsilon 0.08, TotalStep 1260
Episode 25: Loss 35.54, Reward -28.46243381500244, Avgloss 40.17, Avgreward -37.16, Epsilon 0.08, TotalStep 1312
Episode 26: Loss 27.29, Reward -29.290175437927246, Avgloss 39.69, Avgreward -36.87, Epsilon 0.08, TotalStep 1363
Episode 27: Loss 29.53, Reward -30.63516616821289, Avgloss 39.33, Avgreward -36.64, Epsilon 0.08, TotalStep 1416
Episode 28: Loss 41.93, Reward -31.9516658782959, Avgloss 39.42, Avgreward -36.48, Epsilon 0.08, TotalStep 1467
Episode 29: Loss 28.74, Reward -31.842994689941406, Avgloss 39.06, Avgreward -36.33, Epsilon 0.08, TotalStep 1518
Episode 30: Loss 31.56, Reward -31.07011318206787, Avgloss 38.82, Avgreward -36.16, Epsilon 0.08, TotalStep 1569
Episode 31: Loss 22.51, Reward -29.66310977935791, Avgloss 38.31, Avgreward -35.95, Epsilon 0.08, TotalStep 1620
Episode 32: Loss 31.99, Reward -29.68616485595703, Avgloss 38.12, Avgreward -35.76, Epsilon 0.07, TotalStep 1672
Episode 33: Loss 27.00, Reward -28.16646099090576, Avgloss 37.79, Avgreward -35.54, Epsilon 0.07, TotalStep 1724
Episode 34: Loss 18.90, Reward -28.30936908721924, Avgloss 37.25, Avgreward -35.33, Epsilon 0.07, TotalStep 1776
Episode 35: Loss 26.47, Reward -31.90333843231201, Avgloss 36.95, Avgreward -35.24, Epsilon 0.07, TotalStep 1827
Episode 36: Loss 24.25, Reward -29.046988487243652, Avgloss 36.61, Avgreward -35.07, Epsilon 0.07, TotalStep 1879
Episode 0: Loss 34.76, Reward -12.66791820526123, Avgloss 34.76, Avgreward -12.67, Epsilon 0.10, TotalStep 31
Episode 1: Loss 47.94, Reward -17.742514610290527, Avgloss 41.35, Avgreward -15.21, Epsilon 0.10, TotalStep 77
Episode 2: Loss 41.67, Reward 0.8948802947998047, Avgloss 41.46, Avgreward -9.84, Epsilon 0.10, TotalStep 127
Episode 3: Loss 33.43, Reward -30.755329132080078, Avgloss 39.45, Avgreward -15.07, Epsilon 0.10, TotalStep 172
Episode 4: Loss 45.13, Reward -19.806981086730957, Avgloss 40.59, Avgreward -16.02, Epsilon 0.10, TotalStep 218
Episode 5: Loss 25.17, Reward -19.559741020202637, Avgloss 38.02, Avgreward -16.61, Epsilon 0.10, TotalStep 264
Episode 6: Loss 33.63, Reward -9.563446044921875, Avgloss 37.39, Avgreward -15.60, Epsilon 0.09, TotalStep 311
Episode 7: Loss 16.25, Reward -17.719388008117676, Avgloss 34.75, Avgreward -15.87, Epsilon 0.09, TotalStep 356
Episode 8: Loss 18.97, Reward -66.27027988433838, Avgloss 32.99, Avgreward -21.47, Epsilon 0.09, TotalStep 393
Episode 9: Loss 24.48, Reward -19.147038459777832, Avgloss 32.14, Avgreward -21.23, Epsilon 0.09, TotalStep 439
Episode 10: Loss 22.53, Reward -14.854979515075684, Avgloss 31.27, Avgreward -20.65, Epsilon 0.09, TotalStep 485
Episode 11: Loss 15.58, Reward -84.63799953460693, Avgloss 29.96, Avgreward -25.99, Epsilon 0.09, TotalStep 519
Episode 12: Loss 22.76, Reward -18.82956027984619, Avgloss 29.41, Avgreward -25.44, Epsilon 0.09, TotalStep 564
Episode 13: Loss 19.47, Reward -16.260862350463867, Avgloss 28.70, Avgreward -24.78, Epsilon 0.09, TotalStep 610
Episode 14: Loss 29.29, Reward 15.459561347961426, Avgloss 28.74, Avgreward -22.10, Epsilon 0.09, TotalStep 662
Episode 15: Loss 22.65, Reward -32.090210914611816, Avgloss 28.36, Avgreward -22.72, Epsilon 0.09, TotalStep 707
Episode 16: Loss 28.95, Reward -33.34503173828125, Avgloss 28.39, Avgreward -23.35, Epsilon 0.09, TotalStep 752
Episode 17: Loss 16.85, Reward -36.32028102874756, Avgloss 27.75, Avgreward -24.07, Epsilon 0.09, TotalStep 797
Episode 18: Loss 21.58, Reward -86.77353858947754, Avgloss 27.43, Avgreward -27.37, Epsilon 0.09, TotalStep 833
Episode 19: Loss 18.39, Reward -32.46808052062988, Avgloss 26.97, Avgreward -27.62, Epsilon 0.09, TotalStep 879
Episode 20: Loss 26.23, Reward -32.46755599975586, Avgloss 26.94, Avgreward -27.85, Epsilon 0.08, TotalStep 925
Episode 21: Loss 18.72, Reward -35.340118408203125, Avgloss 26.57, Avgreward -28.19, Epsilon 0.08, TotalStep 970
Episode 22: Loss 24.92, Reward -31.55674934387207, Avgloss 26.49, Avgreward -28.34, Epsilon 0.08, TotalStep 1016
Episode 23: Loss 68.34, Reward -31.25002384185791, Avgloss 28.24, Avgreward -28.46, Epsilon 0.08, TotalStep 1062
Episode 24: Loss 40.38, Reward -32.98835754394531, Avgloss 28.72, Avgreward -28.64, Epsilon 0.08, TotalStep 1107
Episode 25: Loss 49.70, Reward -33.68120193481445, Avgloss 29.53, Avgreward -28.84, Epsilon 0.08, TotalStep 1152
Episode 26: Loss 52.39, Reward -30.494284629821777, Avgloss 30.38, Avgreward -28.90, Epsilon 0.08, TotalStep 1197
Episode 27: Loss 31.81, Reward -34.51254367828369, Avgloss 30.43, Avgreward -29.10, Epsilon 0.08, TotalStep 1243
Episode 28: Loss 33.24, Reward -33.45048427581787, Avgloss 30.53, Avgreward -29.25, Epsilon 0.08, TotalStep 1289
Episode 29: Loss 27.92, Reward -33.81209373474121, Avgloss 30.44, Avgreward -29.40, Epsilon 0.08, TotalStep 1334
Episode 30: Loss 32.02, Reward -31.7579984664917, Avgloss 30.49, Avgreward -29.48, Epsilon 0.08, TotalStep 1379
Episode 31: Loss 27.41, Reward -34.53948497772217, Avgloss 30.39, Avgreward -29.63, Epsilon 0.08, TotalStep 1425
Episode 32: Loss 30.39, Reward -3.355073928833008, Avgloss 30.39, Avgreward -28.84, Epsilon 0.08, TotalStep 1475
Episode 33: Loss 20.69, Reward -35.05411148071289, Avgloss 30.11, Avgreward -29.02, Epsilon 0.08, TotalStep 1520
Episode 34: Loss 18.44, Reward -34.343647956848145, Avgloss 29.77, Avgreward -29.17, Epsilon 0.08, TotalStep 1565
Episode 35: Loss 21.51, Reward -5.531430244445801, Avgloss 29.54, Avgreward -28.52, Epsilon 0.08, TotalStep 1615
Episode 36: Loss 26.86, Reward -5.73427677154541, Avgloss 29.47, Avgreward -27.90, Epsilon 0.07, TotalStep 1665
Episode 37: Loss 11.78, Reward -102.2557020187378, Avgloss 29.01, Avgreward -29.86, Epsilon 0.07, TotalStep 1698
Episode 38: Loss 20.19, Reward -36.51309013366699, Avgloss 28.78, Avgreward -30.03, Epsilon 0.07, TotalStep 1743
Episode 39: Loss 23.11, Reward -35.95385551452637, Avgloss 28.64, Avgreward -30.18, Epsilon 0.07, TotalStep 1788
Episode 40: Loss 30.14, Reward -23.172712326049805, Avgloss 28.68, Avgreward -30.01, Epsilon 0.07, TotalStep 1834
Episode 41: Loss 25.58, Reward -31.343603134155273, Avgloss 28.60, Avgreward -30.04, Epsilon 0.07, TotalStep 1880
Episode 42: Loss 22.67, Reward -35.243797302246094, Avgloss 28.46, Avgreward -30.16, Epsilon 0.07, TotalStep 1925
Episode 43: Loss 28.01, Reward -14.007401466369629, Avgloss 28.45, Avgreward -29.79, Epsilon 0.07, TotalStep 1973
Episode 44: Loss 14.22, Reward -164.1542673110962, Avgloss 28.14, Avgreward -32.78, Epsilon 0.07, TotalStep 1995
Episode 45: Loss 52.18, Reward -34.14011001586914, Avgloss 28.66, Avgreward -32.81, Epsilon 0.07, TotalStep 2041
Episode 46: Loss 58.18, Reward -32.5411319732666, Avgloss 29.29, Avgreward -32.80, Epsilon 0.07, TotalStep 2086
Episode 47: Loss 38.64, Reward -35.95404624938965, Avgloss 29.48, Avgreward -32.87, Epsilon 0.07, TotalStep 2130
Episode 48: Loss 58.71, Reward -35.271334648132324, Avgloss 30.08, Avgreward -32.92, Epsilon 0.07, TotalStep 2174
Episode 49: Loss 51.74, Reward -36.302828788757324, Avgloss 30.51, Avgreward -32.98, Epsilon 0.07, TotalStep 2219
Episode 50: Loss 42.98, Reward -31.361913681030273, Avgloss 30.76, Avgreward -32.95, Epsilon 0.07, TotalStep 2264
Episode 51: Loss 39.42, Reward -32.06198215484619, Avgloss 30.92, Avgreward -32.93, Epsilon 0.07, TotalStep 2309
Episode 52: Loss 46.53, Reward -33.818864822387695, Avgloss 31.22, Avgreward -32.95, Epsilon 0.07, TotalStep 2354
Episode 53: Loss 48.11, Reward -32.21869468688965, Avgloss 31.53, Avgreward -32.94, Epsilon 0.07, TotalStep 2399
Episode 54: Loss 42.89, Reward -30.94649314880371, Avgloss 31.74, Avgreward -32.90, Epsilon 0.07, TotalStep 2444
Episode 55: Loss 24.10, Reward -34.51852798461914, Avgloss 31.60, Avgreward -32.93, Epsilon 0.06, TotalStep 2489
Episode 56: Loss 35.11, Reward -32.98947811126709, Avgloss 31.66, Avgreward -32.93, Epsilon 0.06, TotalStep 2533
Episode 57: Loss 31.01, Reward -27.49502658843994, Avgloss 31.65, Avgreward -32.84, Epsilon 0.06, TotalStep 2578
Episode 58: Loss 36.52, Reward -31.813883781433105, Avgloss 31.73, Avgreward -32.82, Epsilon 0.06, TotalStep 2624
Episode 59: Loss 37.01, Reward -30.86063861846924, Avgloss 31.82, Avgreward -32.79, Epsilon 0.06, TotalStep 2669
Episode 60: Loss 34.67, Reward -12.53514289855957, Avgloss 31.87, Avgreward -32.46, Epsilon 0.06, TotalStep 2717
Episode 61: Loss 28.87, Reward -31.678199768066406, Avgloss 31.82, Avgreward -32.44, Epsilon 0.06, TotalStep 2762
Episode 62: Loss 18.79, Reward -34.078049659729004, Avgloss 31.61, Avgreward -32.47, Epsilon 0.06, TotalStep 2806
Episode 63: Loss 29.06, Reward -33.773231506347656, Avgloss 31.57, Avgreward -32.49, Epsilon 0.06, TotalStep 2850
Episode 64: Loss 31.80, Reward -29.869794845581055, Avgloss 31.58, Avgreward -32.45, Epsilon 0.06, TotalStep 2895
Episode 65: Loss 33.19, Reward -32.329440116882324, Avgloss 31.60, Avgreward -32.45, Epsilon 0.06, TotalStep 2939
Episode 66: Loss 27.08, Reward -32.05749988555908, Avgloss 31.53, Avgreward -32.44, Epsilon 0.06, TotalStep 2984
Episode 67: Loss 58.91, Reward -35.49387454986572, Avgloss 31.94, Avgreward -32.49, Epsilon 0.06, TotalStep 3028
Episode 68: Loss 45.32, Reward -9.025311470031738, Avgloss 32.13, Avgreward -32.15, Epsilon 0.06, TotalStep 3079
Episode 69: Loss 59.20, Reward -32.10189342498779, Avgloss 32.52, Avgreward -32.15, Epsilon 0.06, TotalStep 3124
Episode 70: Loss 46.52, Reward -34.198927879333496, Avgloss 32.71, Avgreward -32.17, Epsilon 0.06, TotalStep 3169
Episode 71: Loss 71.08, Reward -35.65361499786377, Avgloss 33.25, Avgreward -32.22, Epsilon 0.06, TotalStep 3213
Episode 72: Loss 65.44, Reward -31.583571434020996, Avgloss 33.69, Avgreward -32.21, Epsilon 0.06, TotalStep 3258
Episode 73: Loss 36.46, Reward -34.52627658843994, Avgloss 33.73, Avgreward -32.25, Epsilon 0.06, TotalStep 3302
Episode 74: Loss 34.77, Reward -30.927634239196777, Avgloss 33.74, Avgreward -32.23, Epsilon 0.06, TotalStep 3347
Episode 0: Loss 9.67, Reward -16.387343406677246, Avgloss 9.67, Avgreward -16.39, Epsilon 0.10, TotalStep 37
Episode 1: Loss 21.05, Reward -13.630342483520508, Avgloss 15.36, Avgreward -15.01, Epsilon 0.10, TotalStep 90
Episode 2: Loss 19.56, Reward -12.477397918701172, Avgloss 16.76, Avgreward -14.17, Epsilon 0.10, TotalStep 143
Episode 3: Loss 25.87, Reward -9.459471702575684, Avgloss 19.04, Avgreward -12.99, Epsilon 0.10, TotalStep 196
Episode 4: Loss 29.99, Reward 14.768385887145996, Avgloss 21.23, Avgreward -7.44, Epsilon 0.10, TotalStep 254
Episode 5: Loss 9.39, Reward -102.37123966217041, Avgloss 19.26, Avgreward -23.26, Epsilon 0.09, TotalStep 291
Episode 6: Loss 27.55, Reward -3.602719306945801, Avgloss 20.44, Avgreward -20.45, Epsilon 0.09, TotalStep 348
Episode 7: Loss 12.67, Reward -108.61153602600098, Avgloss 19.47, Avgreward -31.47, Epsilon 0.09, TotalStep 383
Episode 8: Loss 10.32, Reward -127.24606990814209, Avgloss 18.45, Avgreward -42.11, Epsilon 0.09, TotalStep 414
Episode 9: Loss 28.64, Reward -11.824965476989746, Avgloss 19.47, Avgreward -39.08, Epsilon 0.09, TotalStep 470
Episode 10: Loss 39.12, Reward -26.572155952453613, Avgloss 21.26, Avgreward -37.95, Epsilon 0.09, TotalStep 523
Episode 11: Loss 19.92, Reward -108.4226131439209, Avgloss 21.15, Avgreward -43.82, Epsilon 0.09, TotalStep 559
Episode 12: Loss 32.35, Reward -30.093693733215332, Avgloss 22.01, Avgreward -42.76, Epsilon 0.09, TotalStep 612
Episode 13: Loss 42.35, Reward -29.061555862426758, Avgloss 23.46, Avgreward -41.79, Epsilon 0.09, TotalStep 664
Episode 14: Loss 39.62, Reward -8.134222030639648, Avgloss 24.54, Avgreward -39.54, Epsilon 0.09, TotalStep 720
Episode 15: Loss 25.78, Reward -23.83863925933838, Avgloss 24.62, Avgreward -38.56, Epsilon 0.09, TotalStep 773
Episode 16: Loss 21.44, Reward -27.061152458190918, Avgloss 24.43, Avgreward -37.88, Epsilon 0.09, TotalStep 826
Episode 17: Loss 28.49, Reward -19.65358257293701, Avgloss 24.65, Avgreward -36.87, Epsilon 0.09, TotalStep 880
Episode 18: Loss 26.71, Reward -30.421757698059082, Avgloss 24.76, Avgreward -36.53, Epsilon 0.08, TotalStep 933
Episode 19: Loss 27.81, Reward -28.19225788116455, Avgloss 24.92, Avgreward -36.11, Epsilon 0.08, TotalStep 985
Episode 20: Loss 79.88, Reward -3.916335105895996, Avgloss 27.53, Avgreward -34.58, Epsilon 0.08, TotalStep 1042
Episode 21: Loss 77.52, Reward 4.699087142944336, Avgloss 29.80, Avgreward -32.80, Epsilon 0.08, TotalStep 1102
Episode 22: Loss 29.35, Reward -34.844422340393066, Avgloss 29.78, Avgreward -32.89, Epsilon 0.08, TotalStep 1153
Episode 23: Loss 22.95, Reward -35.59622764587402, Avgloss 29.50, Avgreward -33.00, Epsilon 0.08, TotalStep 1204
Episode 24: Loss 40.16, Reward -14.154958724975586, Avgloss 29.93, Avgreward -32.24, Epsilon 0.08, TotalStep 1261
Episode 25: Loss 12.51, Reward -117.09136962890625, Avgloss 29.26, Avgreward -35.51, Epsilon 0.08, TotalStep 1296
Episode 26: Loss 34.24, Reward -8.395552635192871, Avgloss 29.44, Avgreward -34.50, Epsilon 0.08, TotalStep 1353
Episode 27: Loss 22.63, Reward -32.04841613769531, Avgloss 29.20, Avgreward -34.42, Epsilon 0.08, TotalStep 1405
Episode 28: Loss 25.19, Reward -35.47024726867676, Avgloss 29.06, Avgreward -34.45, Epsilon 0.08, TotalStep 1456
